 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 2.131687097E-06 -1.109903224E-05
 1.371750295E-05 -2.224085620E-05
 3.021214616E-05 -2.491495979E-05
 4.405525397E-05 -2.269335164E-05
 4.947532943E-05 -1.772346513E-05
 4.208320752E-05 -1.189852628E-05
 1.886434620E-05 -5.941071777E-06
 -2.151052104E-05 -1.279732146E-06
 -7.799493324E-05 -6.696630521E-07
 -1.483359229E-04 -1.386966687E-05
 -3.839132842E-04 3.971508704E-05
 -8.459839155E-04 3.217744234E-05
 -1.237341668E-03 2.988481174E-05
 -1.543443999E-03 2.459416464E-05
 -1.759644831E-03 1.803482337E-05
 -1.893192763E-03 1.144063663E-05
 -1.957932254E-03 5.368544407E-06
 -1.969183795E-03 1.185585532E-07
 -1.941955532E-03 -3.564631470E-06
 -1.890425920E-03 -2.238737579E-06
 -1.748858369E-03 -1.581350807E-05
 -1.420429209E-03 -2.182301796E-05
 -1.053849119E-03 -2.279578439E-05
 -7.101566298E-04 -2.106662032E-05
 -4.183752753E-04 -1.711702680E-05
 -1.910158608E-04 -1.208790582E-05
 -2.792332998E-05 -6.876961379E-06
 7.836344594E-05 -2.058410928E-06
 1.384450588E-04 2.046811460E-06
 1.634711662E-04 5.288992270E-06
 1.637096284E-04 7.637908311E-06
 1.478988561E-04 9.115657122E-06
 1.230816270E-04 9.760467947E-06
 9.470128134E-05 9.603438230E-06
 6.679705984E-05 8.651309145E-06
 4.221814015E-05 6.908894647E-06
 2.277947169E-05 4.432918558E-06
 9.348698768E-06 1.438371100E-06
 1.896849199E-06 -1.442894131E-06
 -3.740399563E-07 -2.351491275E-06
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 2.816617325E-06 -2.928387585E-05
 9.160856280E-06 -5.616995622E-05
 9.901915291E-06 -5.140436406E-05
 -5.014190265E-06 -2.295706327E-05
 -4.504792378E-05 2.189242150E-05
 -1.177911327E-04 7.639059186E-05
 -2.291966666E-04 1.347983634E-04
 -3.836618562E-04 1.914338936E-04
 -5.832819152E-04 2.404763072E-04
 -8.319988847E-04 2.753481094E-04
 -1.500336453E-03 4.603686684E-04
 -2.735116286E-03 4.772563989E-04
 -3.808766138E-03 4.422393104E-04
 -4.650232848E-03 3.714167105E-04
 -5.245898385E-03 2.835933119E-04
 -5.615980364E-03 1.918626367E-04
 -5.797667429E-03 1.041183568E-04
 -5.832180381E-03 2.493567081E-05
 -5.758844316E-03 -4.244928277E-05
 -5.611771252E-03 -9.467106429E-05
 -5.222481675E-03 -1.965578558E-04
 -4.329300951E-03 -2.906640002E-04
 -3.321922850E-03 -3.295979986E-04
 -2.363210311E-03 -3.273369803E-04
 -1.535245101E-03 -2.953613875E-04
 -8.742979262E-04 -2.455203503E-04
 -3.831864451E-04 -1.877871400E-04
 -4.488309423E-05 -1.294678514E-04
 1.667969336E-04 -7.541445666E-05
 2.802790550E-04 -2.853040496E-05
 3.222553059E-04 9.690463230E-06
 3.157471947E-04 3.869333523E-05
 2.794619650E-04 5.850385423E-05
 2.278741595E-04 6.949204544E-05
 1.716601691E-04 7.225737500E-05
 1.182596170E-04 6.761134864E-05
 7.242412539E-05 5.667123332E-05
 3.676068081E-05 4.102562889E-05
 1.258537395E-05 2.297776155E-05
 1.039104177E-06 6.013731763E-06
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 7.473805681E-07 -3.165605813E-05
 -1.552690446E-05 -3.581494093E-05
 -6.145026418E-05 1.894194247E-05
 -1.453336881E-04 1.185455476E-04
 -2.763518714E-04 2.500550763E-04
 -4.626901064E-04 4.014250881E-04
 -7.110309671E-04 5.613620160E-04
 -1.026237034E-03 7.196726510E-04
 -1.411221689E-03 8.672722615E-04
 -1.869709813E-03 9.965036297E-04
 -2.987271640E-03 1.359658083E-03
 -4.925150424E-03 1.424473478E-03
 -6.610382348E-03 1.316935057E-03
 -7.929896004E-03 1.107105752E-03
 -8.865064010E-03 8.491894114E-04
 -9.448639117E-03 5.796936457E-04
 -9.737903252E-03 3.210692084E-04
 -9.795770980E-03 8.606511983E-05
 -9.681694210E-03 -1.185025831E-04
 -9.448206052E-03 -2.897286613E-04
 -8.841134608E-03 -5.678663147E-04
 -7.460050751E-03 -8.469856693E-04
 -5.887933541E-03 -9.747282020E-04
 -4.370203242E-03 -9.828119073E-04
 -3.036338836E-03 -9.045559564E-04
 -1.946417615E-03 -7.725940668E-04
 -1.110234880E-03 -6.145791267E-04
 -5.069446634E-04 -4.512867599E-04
 -1.007000174E-04 -2.969259804E-04
 1.489449060E-04 -1.603109704E-04
 2.808514691E-04 -4.623055429E-05
 3.291228204E-04 4.332223034E-05
 3.219024220E-04 1.081986265E-04
 2.813245228E-04 1.494076860E-04
 2.240786998E-04 1.686815958E-04
 1.622454874E-04 1.682455477E-04
 1.041641226E-04 1.506978588E-04
 5.535199671E-05 1.189799877E-04
 1.985646668E-05 7.637140516E-05
 1.798230187E-06 2.649367343E-05
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 -1.664517299E-06 9.075009984E-06
 -5.192751632E-05 1.044158489E-04
 -1.675971725E-04 2.777899208E-04
 -3.520183673E-04 5.103010335E-04
 -6.118713645E-04 7.840112085E-04
 -9.535760619E-04 1.081670751E-03
 -1.381954527E-03 1.387069351E-03
 -1.899845316E-03 1.685395138E-03
 -2.508049598E-03 1.963621471E-03
 -3.208241658E-03 2.211024286E-03
 -4.808518104E-03 2.769567305E-03
 -7.441354450E-03 2.871619770E-03
 -9.706661105E-03 2.641634550E-03
 -1.147397235E-02 2.218964277E-03
 -1.272676699E-02 1.706261421E-03
 -1.351137739E-02 1.172261080E-03
 -1.390367374E-02 6.594327278E-04
 -1.398595981E-02 1.917297486E-04
 -1.383599732E-02 -2.190559462E-04
 -1.352380030E-02 -5.696213339E-04
 -1.272148173E-02 -1.107999356E-03
 -1.090411656E-02 -1.663873321E-03
 -8.817308582E-03 -1.935831388E-03
 -6.774241570E-03 -1.976824366E-03
 -4.947097506E-03 -1.849086373E-03
 -3.420306137E-03 -1.613441040E-03
 -2.214259701E-03 -1.321851625E-03
 -1.309156301E-03 -1.014032983E-03
 -6.643828237E-04 -7.177211228E-04
 -2.317683247E-04 -4.506076220E-04
 3.631458458E-05 -2.227019577E-04
 1.825857908E-04 -3.855300747E-05
 2.430099703E-04 1.009507032E-04
 2.465001890E-04 1.972296013E-04
 2.154669783E-04 2.530654892E-04
 1.667833130E-04 2.719652548E-04
 1.128370423E-04 2.577431151E-04
 6.264197873E-05 2.142377343E-04
 2.341620166E-05 1.451252465E-04
 2.324471097E-06 5.371989391E-05
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 -4.534740583E-06 1.085767872E-04
 -9.807810420E-05 4.107397399E-04
 -3.029021609E-04 7.977571222E-04
 -6.154556759E-04 1.246179687E-03
 -1.038342249E-03 1.733363490E-03
 -1.574510359E-03 2.237237059E-03
 -2.224972472E-03 2.736863215E-03
 -2.988432068E-03 3.212902928E-03
 -3.861586098E-03 3.648143262E-03
 -4.843036644E-03 4.028023686E-03
 -6.974868942E-03 4.778010305E-03
 -1.032802928E-02 4.878935404E-03
 -1.317451987E-02 4.460554570E-03
 -1.538499724E-02 3.742438508E-03
 -1.695200242E-02 2.884884365E-03
 -1.793733612E-02 1.995504135E-03
 -1.843511686E-02 1.141174929E-03
 -1.854598336E-02 3.598066687E-04
 -1.836505905E-02 -3.301965189E-04
 -1.797888987E-02 -9.238137864E-04
 -1.699508354E-02 -1.809377805E-03
 -1.477314718E-02 -2.739497926E-03
 -1.219813805E-02 -3.221593332E-03
 -9.641576558E-03 -3.331817454E-03
 -7.315491326E-03 -3.165766364E-03
 -5.329839420E-03 -2.817908302E-03
 -3.719018539E-03 -2.369874856E-03
 -2.468484454E-03 -1.885130885E-03
 -1.536984462E-03 -1.408973592E-03
 -8.721235208E-04 -9.711150778E-04
 -4.202295386E-04 -5.891277688E-04
 -1.318845170E-04 -2.717848110E-04
 3.550445035E-05 -2.186521124E-05
 1.170151299E-04 1.616507652E-04
 1.406052470E-04 2.819855581E-04
 1.280562137E-04 3.434127721E-04
 9.608020628E-05 3.504593915E-04
 5.751463686E-05 3.073583648E-04
 2.298259460E-05 2.176849375E-04
 2.654845730E-06 8.397052443E-05
 0.000000000E+00 0.000000000E+00
 0.000000000E+00 0.000000000E+00
 -8.018719200E-06 2.838761429E-04
 -1.550219022E-04 9.322813712E-04
 -4.697632103E-04 1.655909349E-03
 -9.396911482E-04 2.426260151E-03
 -1.561780460E-03 3.215908771E-03
 -2.333948156E-03 3.998188768E-03
 -3.251694608E-03 4.747823812E-03
 -4.307848401E-03 5.441449583E-03
 -5.493468605E-03 6.058196537E-03
 -6.803122815E-03 6.580216344E-03
 -9.527002461E-03 7.505688816E-03
 -1.365061197E-02 7.543408312E-03
 -1.710732654E-02 6.852446590E-03
 -1.978055201E-02 5.742921494E-03
 -2.167718299E-02 4.439881537E-03
 -2.287629992E-02 3.094924614E-03
 -2.349055000E-02 1.803039690E-03
